0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
1,b,-1d,4.949586816,2351,5.51736307,K,220,0,311.6819771,0,409.5834047,n,2,157,0,S,2.740113617,a10,,26.81140652,1
1,unknown,-1d,8.355690613,3839,6.319188329,G,130,1,258.0909718,0,200.7582289,,2,76,0,M,3.036519946,a5,,46.54172071,0
2,a,-1d,-0.187843179,361,8.759637991,A,140,0,267.0902627,0,114.2287546,n,3,503,0,M,4.811357228,a8,,52.39581194,0
3,unknown,-1d,2.099350446,1130,5.295428501,A,140,1,263.6639739,0,297.8017193,n,3,,0,S,2.889554101,a5,,1.760403959,0
1,a,-1d,0.685174954,196,6.187028234,J,300,0,341.0484707,0,565.9123169,n,1,574,0,M,3.465325644,a4,,66.2733915,1
1,a,358d,11.95213903,28,5.750027677,A,140,1,264.1343334,2,15.98853076,n,3,175,0,S,3.181311403,a5,A,54.72954985,0
4,b,-1d,6.96370967,568,7.425542555,B,280,0,333.3552141,0,241.7514331,n,3,51,0,S,4.015911887,a8,,0.916061066,0
4,a,-1d,6.608252008,140,6.84832107,A,220,0,310.1121122,0,409.8342743,n,3,80,0,D,3.181311403,a8,,22.23609447,0
5,b,-1d,4.15722005,-530,5.738328155,G,110,1,240.5363352,0,419.9131526,y,2,,0,S,3.109170867,a5,,-4.381136493,0
2,unknown,-1d,4.440306906,505,7.23330031,A,290,1,335.4682092,0,493.0311256,y,3,,0,M,4.615185103,a5,,19.67101117,0
2,a,-1d,4.609806923,101,7.615586302,C,200,0,299.5791705,0,195.8492517,n,3,132,0,D,4.284457225,a8,,53.58594235,0
1,unknown,-1d,4.772868776,2172,7.560738434,G,130,1,256.8374971,0,86.98350619,y,2,1386,0,M,3.60493303,a5,,32.24767898,0
2,a,-1d,-1.176169444,0,7.314411186,G,50,0,160.7672103,0,53.36014919,n,2,196,0,M,3.948145828,a8,,22.06356658,0
2,unknown,-1d,4.89385743,341,5.903717944,A,30,0,110.5047497,0,67.47073835,n,2,120,0,M,3.394954396,a6,,17.09469173,0
2,a,-1d,8.30573334,2032,6.962476741,H,300,0,340.9481374,0,715.5754366,n,1,,0,S,4.015911887,a7,,28.17497695,0
2,a,-1d,6.2787334,5,6.388998234,B,210,0,304.6756242,0,425.6941576,n,2,98,0,M,3.743149788,a8,,40.66844187,0
1,a,-1d,1.639393403,0,8.68360393,E,50,0,161.4273909,0,62.63434213,n,3,177,0,M,5.327585968,a8,,25.90005078,0
2,unknown,-1d,4.485497964,660,6.027643802,D,190,1,295.3181634,0,445.1243231,y,2,105,0,M,3.465325644,a5,,41.62618439,0
3,a,-1d,12.86947392,827,6.553730545,B,250,0,322.5842589,0,367.9682352,n,2,153,0,M,3.743149788,a8,,53.49346564,0
2,a,-1d,0.752765917,145,5.827466642,C,180,1,287.8206264,0,429.2054348,n,3,799,0,S,3.252971145,a7,,0.376371371,1
1,unknown,-1d,3.403101025,25,6.744264887,D,50,1,160.6904716,0,273.1257252,n,1,40,0,M,3.948145828,a5,,35.35498767,0
4,b,-1d,0.818084788,720,7.962342574,E,170,0,284.80692,0,149.0226468,n,1,202,0,D,4.746139593,a2,,25.76331534,1
2,a,-1d,2.02110722,99,6.402341008,C,210,1,305.0178229,0,617.1184009,n,3,165,0,M,3.324177188,a7,,39.35317265,0
1,unknown,-1d,-2.032200619,198,7.644491147,G,50,0,160.6818699,0,370.440023,y,2,49,0,M,4.015911887,a6,,56.75736912,0
9,unknown,-1d,2.460189228,3083,6.557934099,A,200,0,300.1013243,0,172.1097639,n,3,274,0,M,3.252971145,a6,,30.14813418,0
26,unknown,-1d,2.884356874,0,5.334794397,K,50,0,160.5930246,0,317.2261406,n,1,25,0,S,2.432252128,a6,,26.55546683,0
4,unknown,-1d,4.358973015,0,5.215995094,D,120,1,249.4063594,0,353.1535371,y,1,59,0,M,2.963326225,a5,,1.637893102,0
1,a,-1d,6.320489409,2228,5.24364869,A,230,1,314.9494084,0,228.88615,n,2,754,0,M,2.510486569,a7,,-2.183380219,1
4,a,-1d,2.187788412,424,5.720328869,A,160,0,279.7089676,0,34.3451732,n,3,298,0,S,2.889554101,a4,,19.56206412,1
2,a,-1d,4.849003039,0,5.419533855,K,20,0,69.44521811,0,185.6594691,n,2,,0,S,2.58783141,a2,,29.42438238,1
1,unknown,-1d,9.744491864,4622,6.097195166,D,200,1,302.1189627,0,59.15228272,y,2,217,0,M,3.181311403,a5,,21.58159455,0
4,unknown,-1d,2.315575581,332,7.597482481,A,20,1,71.18918845,0,288.1256199,n,3,68,0,M,4.284457225,a6,,46.52997853,0
3,a,-1d,-3.659934386,19,5.665193468,B,80,0,210.3902845,0,476.1409718,n,3,79,0,S,3.181311403,a8,,30.37119422,0
1,unknown,-1d,4.325749946,91,6.313234632,H,230,0,316.2185316,0,123.8094279,n,3,206,0,S,2.963326225,a5,,6.479441729,0
1,a,-1d,1.684179234,205,6.610445127,D,70,1,193.7344675,,166.4552117,y,2,309,0,M,3.181311403,a7,,64.25683339,0
2,a,254d,1.493246449,6271,8.072813577,D,60,1,179.0685936,5,97.70358707,n,1,210,0,M,4.941302535,a5,A,30.35292605,0
3,a,-1d,1.983886379,3463,6.830432532,C,280,1,335.4684982,0,512.7187027,y,,,0,M,3.880105352,a8,,3.918599215,0
6,a,-1d,4.697441988,12,4.547267532,G,120,0,249.1545313,0,146.1449798,n,3,126,0,S,2.510486569,a6,,22.46807948,1
7,unknown,-1d,3.879015895,786,7.021061483,A,200,1,299.5857653,0,443.8430579,n,3,,0,M,3.880105352,a6,,46.06558962,0
2,a,94d,1.923413096,52,6.552097175,G,40,1,138.4250053,4,387.5373122,n,2,328,0,M,,a6,B,-8.660394666,1
2,a,186d,0.763325583,2667,6.133170595,A,40,1,139.0028882,2,256.272384,n,3,171,0,M,3.036519946,a9,A,49.20344889,0
1,a,-1d,4.889572961,214,7.439799946,A,180,1,290.5883827,0,202.1524841,n,3,68,0,M,4.549435581,a11,,23.37428898,0
2,a,-1d,10.20331612,0,7.320117239,B,290,0,338.6041331,0,564.9957373,n,2,126,0,D,4.876409691,a8,,53.69793377,0
4,unknown,-1d,5.142347185,0,7.555564075,B,160,0,278.0580971,0,219.3563095,n,3,73,0,S,4.150667228,a6,,34.77029318,0
2,unknown,-1d,12.82441648,-388,5.97595584,G,160,1,277.5803379,0,209.4400818,n,2,,0,S,3.535312026,a5,,3.896108835,0
2,a,-1d,5.215452278,36221,7.286500449,I,210,0,306.2702385,0,337.0476817,n,2,13,0,M,4.284457225,a11,,67.38920162,0
2,a,356d,3.995883982,2,6.424627154,B,60,1,179.6961978,1,100.6480846,y,2,554,0,S,2.664353814,a5,A,33.41479915,1
1,unknown,-1d,5.165559453,165,6.271320278,F,180,1,290.204743,0,481.6382074,n,2,,0,M,3.252971145,a6,,-7.227197638,0
1,b,459d,6.315212745,4082,5.154444207,I,140,0,263.582156,17,87.78936572,n,3,215,0,S,2.889554101,a6,C,15.75067734,0
1,unknown,-1d,-1.539487421,146,6.786421902,G,30,1,109.7650758,0,0.025015866,y,2,199,0,M,3.674206704,a6,,2.178215777,0
2,a,-1d,3.927811269,78,6.327901219,D,140,1,263.4962781,0,526.744151,n,1,,0,S,3.036519946,a5,,27.46253678,0
2,a,-1d,0.41290089,694,5.876920405,B,90,0,220.9332151,0,451.6054578,n,2,29,0,S,3.252971145,a2,,37.31641769,0
5,a,-1d,8.568208038,166,6.070427463,B,160,0,278.7566382,0,345.0540478,n,2,,,M,3.743149788,a7,,31.52106388,0
1,b,90d,2.500056931,533,5.453773603,A,120,0,249.7024348,10,265.0252507,n,3,372,0,S,2.963326225,a5,B,28.0304892,1
2,unknown,-1d,6.454715952,7816,7.73989038,D,120,1,247.9944038,0,164.8937944,n,3,76,0,M,4.35101424,a5,,29.69666181,0
1,a,-1d,4.64642642,95,5.695016184,B,210,1,305.3135908,0,156.0034684,n,1,255,0,M,2.81516435,a7,,46.10833308,0
4,a,-1d,12.03371782,0,5.621744835,F,160,1,277.0150756,0,44.54266768,n,2,,0,M,3.036519946,a7,,48.19236677,0
1,a,-1d,2.564725202,12,5.922981937,A,90,1,220.0428807,0,142.6484832,n,3,202,0,M,2.740113617,a9,,34.86686202,1
2,unknown,-1d,6.615976303,234,5.674684882,A,30,1,110.3037985,0,349.0697686,n,3,,0,S,2.889554101,a6,,15.72307246,0
1,unknown,-1d,-0.855945759,4415,6.168708736,D,20,1,68.99648838,0,230.500177,n,2,329,0,S,2.963326225,a6,,38.84590775,0
2,a,-1d,-0.493906667,1420,5.071912637,F,80,0,210.1670914,0,68.56068364,n,3,124,0,S,2.510486569,a4,,48.42623277,0
3,unknown,-1d,-5.176211746,1078,6.34406687,F,30,0,109.9831968,0,531.3648041,n,2,199,0,S,3.535312026,a6,,7.34851321,0
2,a,-1d,4.730735381,176,6.450688065,D,30,1,112.4032101,0,85.92686042,y,1,189,0,M,3.535312026,a4,,24.64379327,0
2,a,326d,2.166425291,101,7.18846067,A,60,1,180.0483282,1,54.66591641,n,3,43,0,M,4.284457225,a4,A,33.59491526,0
1,a,-1d,3.426806128,0,5.954230393,B,60,1,179.7402334,0,45.86476002,n,2,94,0,D,3.036519946,a5,,4.906240098,0
1,b,53d,2.086017568,155,9.152266168,E,40,0,140.4554598,3,319.4643456,n,1,209,0,M,6.212237019,a5,B,13.80237697,1
2,a,-1d,5.395845011,11555,5.561922336,K,80,0,210.6624099,0,73.59714279,n,2,,0,S,2.740113617,a4,,45.50990434,0
12,unknown,-1d,5.33216433,3984,7.501100951,J,200,0,300.2466739,0,405.9739983,n,2,7,0,M,4.35101424,a6,,29.45782694,0
8,a,-1d,5.143845879,1013,7.401142244,B,280,0,335.3519579,0,421.6352075,y,2,117,0,M,3.743149788,a8,,54.20192517,0
3,a,365d,8.777039945,146,8.271426414,C,120,1,250.4370252,6,104.5022795,n,3,97,0,M,4.876409691,a5,A,56.45882027,0
1,unknown,-1d,0.712482855,2597,5.805578919,D,120,1,249.6349088,0,127.5882379,n,2,189,0,S,2.963326225,a5,,40.13919234,0
1,a,-1d,4.865124259,9,5.544636215,G,170,1,283.6608915,0,95.26222697,n,2,655,0,M,3.181311403,a7,,43.38911232,0
2,unknown,-1d,2.646080249,-219,5.331510273,B,120,1,250.3500206,0,365.2312632,n,2,386,0,S,2.740113617,a5,,19.23749118,0
2,a,-1d,-0.472040396,312,8.392771208,E,70,0,196.5496838,0,148.5754746,n,2,,0,D,4.811357228,a8,,36.6178059,0
4,unknown,-1d,3.772469995,3281,6.370731775,A,90,0,221.3963502,0,369.2303601,n,3,90,0,S,3.535312026,a6,,10.95991204,0
2,a,-1d,4.154004788,2498,6.842334168,A,140,0,264.6211468,0,347.6246773,n,3,98,0,M,4.150667228,a8,,52.67984346,0
5,unknown,-1d,1.570940755,1370,5.90607351,,180,0,290.6777153,0,226.7056659,n,2,,0,M,3.324177188,a6,,38.96440606,0
2,unknown,-1d,6.320951141,-272,6.847195837,C,170,0,286.4115279,0,80.65758439,y,2,143,0,M,3.465325644,a6,,46.63180712,0
1,a,-1d,6.381882854,0,6.928323832,C,170,1,283.6906299,0,360.9054726,n,3,105,0,M,3.811777842,a11,,6.987405711,0
4,a,185d,2.749212246,226,7.188991845,A,150,1,271.5769538,6,560.4267416,n,3,91,0,M,3.948145828,a2,B,8.696782706,1
3,b,-1d,-2.973655118,2780,8.516255533,D,60,1,179.4999134,0,329.2628431,n,2,81,0,D,4.680750939,a2,,-4.884075777,0
1,a,-1d,6.58310939,1000,5.425614101,H,290,0,337.8261929,0,552.0058183,n,3,71,0,S,2.664353814,a1,,9.369268847,0
4,b,337d,6.894772862,95,6.613538965,D,80,1,208.4554057,2,270.702937,n,2,265,0,M,3.036519946,a5,A,0.86720025,0
2,a,183d,6.444668529,5252,5.493237582,D,200,1,301.7454458,2,82.50004811,n,2,232,0,S,3.036519946,a11,A,31.12470449,0
2,a,119d,2.940189029,694,6.195951924,B,30,1,109.5052247,9,143.2639732,n,2,431,0,M,3.60493303,a6,A,3.189232349,1
2,a,-1d,4.041310327,1444,5.272621582,K,20,0,70.78150863,0,72.16699829,n,0,248,0,S,2.664353814,a2,,31.22452914,0
2,a,144d,6.99644815,2019,6.509845398,B,180,1,288.5251555,1,503.0606159,y,2,83,0,M,3.252971145,a11,A,12.95268976,0
2,b,258d,9.383151126,1496,7.025946023,G,290,1,337.0858353,2,666.9260965,n,1,,0,M,4.150667228,a1,A,10.16032146,0
3,b,-1d,4.633010771,981,7.028559095,F,210,1,306.7858627,0,281.0699504,n,2,10,0,S,4.217677943,a11,,24.84172513,0
1,unknown,-1d,2.024789501,0,6.101796786,B,70,0,194.0399873,0,35.29835766,n,2,55,0,M,3.465325644,a5,,49.17606707,0
2,a,-1d,5.165280273,102,5.125174546,A,210,1,304.6167667,0,448.5153775,n,3,101,0,S,3.394954396,a8,,27.66956656,0
1,unknown,-1d,1.123389356,3160,5.621521737,F,270,1,329.6409236,0,122.540498,n,2,,0,M,2.58783141,a5,,4.269149443,0
1,unknown,-1d,1.10644023,2042,7.582640883,J,200,1,299.9551732,0,78.03802484,n,2,485,0,S,3.394954396,a5,,-0.933642997,0
1,b,-1d,5.193804361,9935,7.231718311,A,210,0,305.0432605,0,208.2256159,n,3,49,0,M,3.674206704,a11,,39.86288154,0
15,a,-1d,7.431903732,2119,7.788372688,,190,0,294.9413261,0,378.3116694,n,2,120,0,M,3.948145828,a8,,43.81949865,0
2,a,-1d,5.40504607,791,5.433681518,D,220,1,311.6174629,0,482.0525602,y,2,137,0,M,2.889554101,a7,,51.97056223,0
1,b,92d,2.722306123,425,9.625433611,E,220,0,310.986782,2,350.3162296,n,1,773,0,M,6.399355893,a9,B,41.74543501,1
2,a,-1d,-0.118225454,154,5.872948467,B,180,0,289.8500559,0,145.9798919,n,3,,0,S,3.109170867,a3,,-3.402660892,0
4,unknown,-1d,5.773510594,578,5.677471509,H,20,1,69.89798474,0,188.7839231,n,3,142,0,S,2.889554101,a6,,9.791240592,0
5,a,-1d,-0.242785873,331,5.575630955,A,180,1,290.6001721,0,243.1855746,n,3,30,0,S,3.252971145,a5,,8.236083474,0
1,a,-1d,1.537785192,682,5.993886732,I,50,0,162.5935418,0,262.4148729,n,2,251,0,S,3.109170867,a2,,4.391986868,0
2,a,-1d,2.682966466,103,6.95341571,A,60,0,181.6693711,0,200.1919674,y,3,65,0,M,3.674206704,a8,,74.93098754,0
1,unknown,-1d,6.951353311,110,5.366301412,D,270,1,329.436491,0,385.8446343,n,2,,0,M,2.740113617,a5,,-0.908004359,0
2,a,102d,0.348734944,1608,5.312508654,K,100,0,230.0895449,2,254.748385,n,2,89,0,S,2.58783141,a8,B,-2.657391689,0
2,a,-1d,-4.049324099,261,7.695916798,A,140,0,265.013161,0,68.16200866,n,3,225,0,M,4.217677943,a7,,44.40822411,0
1,a,-1d,0.080626544,5250,6.372991798,F,200,1,,0,394.8110608,n,2,363,0,M,3.252971145,a11,,72.62936765,0
2,unknown,-1d,9.178368124,0,7.053983069,D,260,0,326.357022,0,517.0803706,n,0,,0,M,3.743149788,a5,,12.15136084,0
1,a,184d,5.171074017,5122,5.849286983,B,200,1,301.3530211,1,114.2466319,n,3,370,0,S,3.465325644,a11,A,16.04452435,0
2,a,169d,1.889938749,326,6.517200578,G,60,1,180.4767791,2,552.3537726,n,2,,0,S,3.60493303,a5,A,8.559209153,0
1,unknown,-1d,3.118497871,0,7.527568704,B,60,0,180.1763163,0,200.7305943,n,3,,0,M,4.941302535,a6,,36.50072219,0
4,a,-1d,4.823686738,-17,5.571431078,A,210,0,306.3992877,0,434.4812005,n,2,11,0,D,3.465325644,a11,,49.10237132,0
1,a,92d,5.613760128,4256,7.814833549,G,160,1,278.4678532,4,324.7483295,n,3,,0,M,4.941302535,a11,B,40.51174157,1
2,a,-1d,8.346910502,0,5.617476774,B,210,0,305.3535914,0,310.5417214,n,2,126,0,S,3.036519946,a8,,17.0762724,0
2,a,-1d,4.697244107,118,6.14955174,J,50,1,162.24884,0,429.4839183,n,1,162,0,M,3.60493303,a2,,38.14072621,0
1,unknown,-1d,-0.797337187,892,5.847142813,H,210,1,304.5400353,0,204.8304823,n,2,316,0,D,3.109170867,a5,,35.97463308,0
2,unknown,-1d,-0.306488077,399,7.295737694,B,90,1,218.6442166,0,280.966039,n,2,699,0,M,4.015911887,a6,,34.01374321,0
2,a,-1d,5.305267059,913,6.079641379,D,170,1,285.3602037,0,302.6482886,n,2,738,0,M,3.252971145,a4,,47.13409832,0
1,unknown,-1d,8.166473483,0,7.008102328,H,180,0,290.1221054,0,199.1936917,n,0,453,0,S,4.150667228,a6,,21.12701548,0
,a,-1d,6.515625659,500,6.698597227,A,160,1,279.0520855,0,234.6234704,y,3,81,0,M,3.465325644,a7,,63.86907005,0
1,a,-1d,9.688824269,0,6.430513493,D,200,0,300.8770351,0,462.6563736,n,2,,0,S,3.880105352,a4,,31.83290045,1
3,a,117d,8.782538057,-982,6.882573165,F,190,1,295.4102683,2,401.6386321,y,2,,0,M,3.535312026,a11,C,57.77543536,0
1,a,94d,7.294790648,2147,6.082234512,B,70,0,194.6029857,1,217.0971719,n,2,669,0,M,3.109170867,a9,C,24.77064175,0
1,a,-1d,6.816955761,1734,5.566285117,F,190,0,295.8569388,0,332.3815148,n,3,366,0,S,2.510486569,a10,,40.08772615,0
1,a,4d,7.308121798,2974,6.729559516,A,240,1,319.7339357,1,254.433321,n,3,227,0,S,3.036519946,a4,A,34.15023593,1
1,a,-1d,-0.914951194,295,6.9900155,D,30,1,111.2326344,0,50.82893822,n,0,254,0,M,3.535312026,a2,,38.94831489,0
2,a,-1d,5.589662928,990,7.498800363,D,210,0,306.0101575,0,68.60544023,n,1,96,0,M,4.417357621,a8,,31.35988048,0
5,a,-1d,5.774271416,257,6.442390296,F,150,1,275.0421843,0,88.43010804,n,2,10,0,M,3.465325644,a5,,13.5131499,0
2,a,-1d,7.232004668,536,5.400610611,A,290,0,336.1341428,0,591.0074808,n,3,418,0,S,2.81516435,a1,,76.23021662,0
2,a,-1d,4.823914807,-497,6.906273756,C,140,1,265.2526977,0,133.4954499,n,3,,0,M,4.083415334,a5,,35.18460289,0
4,a,-1d,-0.46906521,-1,6.97188918,A,60,0,181.0439487,0,288.7622604,n,2,302,0,M,4.083415334,a8,,17.42931183,0
3,a,-1d,0.188110766,78,7.107942569,A,80,1,210.187596,0,258.8926955,n,3,65,0,M,4.217677943,a4,,8.049975084,0
2,a,-1d,1.534059961,42,6.881852036,B,130,0,258.0271181,0,249.2035335,n,2,1842,0,M,3.60493303,a8,,47.3581554,1
4,a,-1d,7.454628775,1278,6.59742944,D,290,0,337.1563022,0,62.41303257,n,1,422,0,D,3.743149788,a7,,48.97306347,0
,b,-1d,6.595077334,4387,7.914502354,F,160,1,278.6438818,0,343.9248484,n,1,,0,M,4.876409691,a7,,12.09735102,0
1,unknown,-1d,-0.117822921,350,7.022572596,F,60,0,179.6325822,0,123.913077,n,0,437,0,M,3.811777842,a5,,23.95663836,0
2,a,141d,5.082327263,2658,6.053614358,B,190,1,295.8226381,3,152.919226,n,3,768,0,S,3.252971145,a8,A,2.572251125,1
2,a,-1d,6.082427496,1,5.310202412,D,220,1,311.146024,0,171.4409571,n,2,36,0,S,2.58783141,a7,,13.43642103,0
3,a,154d,8.217022327,2762,5.58940574,H,200,1,300.8205186,1,441.8054722,n,2,682,0,M,3.252971145,a4,C,20.09104521,0
6,a,-1d,,1396,7.073311552,A,250,0,322.8905272,0,554.7261611,n,3,731,0,M,4.284457225,a8,,35.49827701,1
1,a,-1d,0.805195229,5261,7.69962155,A,20,0,70.50881988,0,83.56152268,n,3,215,0,M,4.015911887,a2,,41.71218789,0
2,a,342d,-0.143530252,3373,6.74880876,D,200,1,300.3865536,1,158.6169606,n,0,48,0,M,3.880105352,a4,A,12.97757893,0
1,a,-1d,8.590773144,9916,5.985071909,A,210,1,306.2254082,0,241.8400529,n,3,,0,M,3.743149788,a11,,-5.666060644,0
1,a,336d,8.283986044,543,7.449660176,G,160,1,278.3168536,1,128.5525881,n,2,152,0,M,4.150667228,a4,A,29.97384341,0
3,unknown,-1d,0.786329657,490,5.033502917,A,60,1,179.6732254,0,270.9380535,n,3,246,0,S,2.510486569,a6,,26.51973881,0
1,a,182d,8.045623095,1261,6.660554287,D,210,1,306.1160468,1,259.5381397,n,1,104,0,M,3.036519946,a11,A,10.21196542,0
1,a,-1d,6.461013203,44128,5.855263997,A,210,0,305.8869345,0,193.2346373,n,3,,0,S,2.963326225,a11,,35.40203771,0
1,unknown,-1d,12.17397127,4840,6.647796775,D,160,0,278.0762344,0,478.2223397,n,2,53,0,M,4.083415334,a6,,-5.720205452,0
2,a,264d,5.403078892,4101,6.124832239,B,180,1,288.7508642,1,453.1150665,n,2,146,0,M,3.535312026,a2,C,8.445475709,1
1,unknown,-1d,7.171350562,-71,8.288403324,A,270,0,330.8625035,0,392.1355852,n,3,,0,D,4.811357228,a5,,30.79419885,0
1,unknown,-1d,3.891739678,104,5.514176921,B,230,0,314.9504464,0,276.5271658,n,3,115,0,M,3.109170867,a7,,66.42647383,0
3,unknown,-1d,4.437488673,1872,7.202150145,G,180,1,290.5485825,0,149.1310937,n,2,,0,M,3.880105352,a6,,52.65440962,0
2,b,-1d,6.347688993,1126,7.100131043,E,280,1,332.1667921,0,411.1817027,n,2,388,0,M,4.615185103,a7,,40.01013166,0
3,a,343d,3.466782963,0,7.706920126,E,170,1,283.8342978,1,128.5737764,n,1,68,0,M,4.941302535,a4,C,16.45001298,0
4,a,-1d,7.263490865,1149,5.698066395,A,140,1,265.0034387,0,335.1103917,n,3,91,0,D,3.465325644,a5,,-8.997149779,0
6,a,349d,0.099027833,150,7.236276428,B,110,1,239.0493763,1,73.66952714,y,2,,0,M,4.680750939,a5,A,57.52824378,0
2,a,90d,-1.683751492,268,6.597228219,A,30,0,111.2834572,2,119.4864977,n,2,74,0,M,4.284457225,a6,A,-11.98866922,0
1,b,-1d,7.050883498,525,8.48945673,E,160,0,277.8277675,0,382.6305123,n,3,,0,M,5.327585968,a4,,35.03649784,0
2,a,94d,4.770440496,2037,7.251958219,A,40,0,138.4565671,3,88.71372246,n,3,,0,D,4.615185103,a2,B,26.76925678,1
1,a,181d,11.9042856,288,6.859388021,A,310,0,342.8793242,1,241.1669692,n,3,,0,M,4.083415334,a3,B,13.2779804,1
6,unknown,-1d,5.073779127,0,7.802606431,A,280,1,333.7408944,0,420.8437611,n,2,248,0,D,4.876409691,a5,,16.48793699,0
2,a,174d,0.225661763,1708,6.355436925,D,190,1,294.1808726,1,103.1652432,n,2,382,0,M,3.60493303,a11,C,27.07118846,0
3,a,-1d,,1228,7.77385322,D,160,0,277.2950908,0,316.3869332,y,1,,0,D,4.876409691,a7,,52.03406325,0
2,a,-1d,6.333324236,163,6.627057384,F,300,1,339.4448819,0,466.8969312,n,2,,0,S,,a1,,7.661234106,0
11,unknown,-1d,3.787553891,565,5.265586076,A,60,1,179.2373296,0,268.9712542,n,2,582,0,S,2.58783141,a6,,14.56144234,0
1,a,-1d,5.795606522,679,5.942944731,D,130,1,255.9585992,0,253.6265403,y,1,115,0,M,3.324177188,a5,,16.62461022,0
1,a,-1d,10.012492,2002,4.830442747,B,290,0,338.4379127,0,780.0740193,n,2,146,0,S,2.58783141,a1,,-11.50529952,1
1,a,-1d,4.619684654,252,4.916517637,G,190,0,295.6303316,0,421.0456469,n,2,222,0,S,2.963326225,a11,,19.21385441,0
4,a,-1d,5.632975599,942,6.796408825,H,110,0,241.4179331,0,191.1417762,n,2,53,0,M,4.015911887,a8,,6.181147734,0
1,a,-1d,0.840068775,-817,7.282198507,H,110,1,242.6945637,0,180.8316575,n,2,,0,M,4.150667228,a7,,12.69019076,0
2,unknown,-1d,3.18594005,459,5.540279152,G,80,1,210.9723322,0,249.1076209,n,2,,0,S,3.036519946,a5,,32.5195405,0
2,a,-1d,0.10913379,426,6.615721999,F,110,1,241.2754978,0,36.79807997,n,2,636,0,S,3.743149788,a7,,63.35242509,0
4,a,-1d,11.46739843,0,7.352712092,D,260,0,327.7043954,0,507.6449557,n,1,71,0,M,4.083415334,a8,,26.15642927,0
1,a,301d,3.233374537,0,6.459720277,F,110,1,238.964781,3,5.816346541,n,2,66,0,S,3.181311403,a5,A,26.9741949,0
1,a,-1d,11.32111185,1952,6.802441921,A,230,0,314.4433102,0,591.4784718,y,3,237,0,M,3.465325644,a7,,59.05069524,0
3,a,346d,0.690520362,315,5.996664885,F,140,1,265.6772195,4,10.25104276,n,2,884,0,S,2.889554101,a5,A,10.59482339,1
3,a,-1d,6.71596301,831,6.746848777,A,140,1,264.1391718,0,66.68783611,n,3,455,0,M,3.743149788,a7,,-0.935725412,0
1,a,339d,3.638591912,4789,6.42499567,G,110,1,240.4242647,4,238.5020989,y,2,220,0,M,3.109170867,a5,A,4.824743806,0
10,b,-1d,4.446102938,2785,7.069729486,F,90,0,220.2466076,0,394.7597394,n,2,23,0,D,4.35101424,a2,,8.556801758,0
2,a,-1d,-2.925201274,806,5.39886674,G,150,1,270.8830486,0,423.748308,y,2,193,0,M,2.510486569,a5,,55.68652502,0
1,a,-1d,1.436768158,1527,6.156605708,K,80,0,209.0119148,0,367.1674807,n,0,132,0,S,3.948145828,a3,,28.97954287,1
1,unknown,-1d,3.545074605,59,5.69910273,A,80,1,212.2339287,0,215.9135259,y,3,,0,S,2.889554101,a5,,33.84832924,0
1,unknown,-1d,-1.233077053,2152,6.577775137,D,90,0,221.6245461,0,31.40982514,n,2,,0,M,3.948145828,a6,,15.41082207,0
3,a,-1d,4.267906645,1801,8.162638895,I,160,0,278.6183146,0,149.1965323,n,3,,0,M,4.35101424,a4,,37.94116781,1
9,unknown,-1d,-0.60580046,-27,7.110402749,E,130,0,256.8013958,0,326.3037681,n,2,209,0,M,4.483495508,a5,,31.49360154,0
3,a,-1d,-0.444997651,-23,6.655756703,D,70,0,197.0161597,0,55.00109606,y,1,756,1,M,3.60493303,a7,,39.44646951,0
3,unknown,-1d,-0.32624753,140,6.208133165,A,50,1,162.1960049,0,253.1259801,n,3,65,0,M,3.674206704,a6,,60.26978135,0
1,a,-1d,1.520730369,1046,8.436461049,F,210,1,307.5077683,0,424.6832519,n,2,158,0,M,5.006041036,a8,,15.14207432,1
2,a,-1d,8.264637445,171,7.309443466,A,180,0,291.4002331,0,223.1560707,n,3,67,0,D,3.811777842,a8,,35.88041408,0
3,a,-1d,-0.360747835,268,6.262193995,A,200,1,298.9897803,0,410.2226513,y,3,106,0,M,3.036519946,a4,,49.7970501,0
3,a,-1d,2.158337709,-3058,6.934549857,H,170,1,283.9316995,0,277.382102,y,3,882,0,M,3.535312026,,,60.54374618,1
3,b,92d,4.582325921,2540,7.907343521,E,140,0,266.960817,9,114.6644426,n,0,279,0,M,5.3914959,a9,B,22.57101186,1
2,b,156d,-2.061504081,2540,8.831786622,E,100,0,229.4642327,1,151.1019268,n,0,441,0,M,5.327585968,a12,C,45.16174777,1
16,b,-1d,11.59007543,149,7.186973309,D,280,0,333.7200573,0,500.8524484,y,2,,0,M,4.876409691,a7,,50.48849549,0
4,a,-1d,4.744670551,0,7.795148221,H,180,0,290.7275793,0,537.4626069,n,2,203,0,M,4.876409691,a8,,32.51547092,0
1,a,-1d,1.93501093,266,5.652904501,F,60,1,181.5200195,0,390.8983565,n,2,540,0,S,2.81516435,a5,,47.82534691,1
1,a,155d,-2.066181345,953,5.592937676,I,20,1,70.6572541,5,33.82033697,n,3,102,0,S,3.394954396,a2,A,3.46954103,0
1,a,87d,3.969816777,502,5.53462361,A,80,0,208.9438068,5,144.0793058,n,3,968,0,S,2.81516435,a7,A,-0.47138782,1
